## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8320e+00   1.0390e+00   7.1981e-01   5.9463e-03   1.8523e+04   1.1368e+05
  3.5313e+00   3.5698e+00   1.2706e+00   7.2446e-01   4.7838e-03   2.8619e+04   1.7788e+05
  4.4457e+00   4.4939e+00   1.5008e+00   7.2236e-01   3.7988e-03   4.5386e+04   2.7932e+05
  5.5968e+00   5.6577e+00   1.7311e+00   7.2153e-01   3.0383e-03   7.0948e+04   4.3931e+05
  7.0460e+00   7.1214e+00   1.9612e+00   7.2354e-01   2.4147e-03   1.1233e+05   6.9573e+05
  8.8703e+00   8.9645e+00   2.1914e+00   7.2275e-01   1.9135e-03   1.7888e+05   1.1006e+06
  1.1167e+01   1.1288e+01   2.4218e+00   7.2124e-01   1.5201e-03   2.8344e+05   1.7416e+06
  1.4059e+01   1.4210e+01   2.6520e+00   7.2290e-01   1.2120e-03   4.4587e+05   2.7450e+06
  1.7699e+01   1.7888e+01   2.8822e+00   7.2191e-01   9.6433e-04   7.0430e+05   4.3412e+06
  2.2281e+01   2.2520e+01   3.1125e+00   7.2113e-01   7.6757e-04   1.1116e+06   6.8432e+06
  2.8050e+01   2.8352e+01   3.3427e+00   7.2165e-01   6.1213e-04   1.7479e+06   1.0760e+07
  3.5313e+01   3.5694e+01   3.5730e+00   7.2150e-01   4.8758e-04   2.7550e+06   1.6929e+07
  4.4457e+01   4.4926e+01   3.8031e+00   7.2116e-01   3.8907e-04   4.3267e+06   2.6515e+07
  5.5968e+01   5.6565e+01   4.0334e+00   7.2088e-01   3.1194e-04   6.7307e+06   4.1354e+07
  7.0460e+01   7.1206e+01   4.2636e+00   7.2035e-01   2.4990e-04   1.0488e+07   6.4351e+07
  8.8703e+01   8.9645e+01   4.4939e+00   7.1952e-01   2.0038e-04   1.6312e+07   1.0001e+08
  1.1167e+02   1.1286e+02   4.7241e+00   7.1837e-01   1.6071e-04   2.5360e+07   1.5523e+08
  1.4059e+02   1.4208e+02   4.9544e+00   7.1751e-01   1.2893e-04   3.9401e+07   2.4123e+08
  1.7699e+02   1.7871e+02   5.1838e+00   7.1723e-01   1.0402e-04   6.0530e+07   3.7151e+08
  2.2281e+02   2.2460e+02   5.4123e+00   7.1685e-01   8.7536e-05   8.5474e+07   5.2662e+08
