## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8323e+00   1.0392e+00   6.4298e-01   5.2238e-03   2.3376e+04   1.2955e+05
  3.5313e+00   3.5674e+00   1.2700e+00   6.4359e-01   4.2078e-03   3.6029e+04   1.9723e+05
  4.4457e+00   4.4891e+00   1.4997e+00   6.4682e-01   3.4038e-03   5.5059e+04   3.0103e+05
  5.5968e+00   5.6527e+00   1.7302e+00   6.4411e-01   2.7463e-03   8.4577e+04   4.6533e+05
  7.0460e+00   7.1183e+00   1.9608e+00   6.4480e-01   2.2081e-03   1.3084e+05   7.1852e+05
  8.8703e+00   8.9681e+00   2.1918e+00   6.4525e-01   1.7683e-03   2.0400e+05   1.1189e+06
  1.1167e+01   1.1278e+01   2.4210e+00   6.4358e-01   1.4147e-03   3.1874e+05   1.7567e+06
  1.4059e+01   1.4195e+01   2.6509e+00   6.4432e-01   1.1505e-03   4.8196e+05   2.6590e+06
  1.7699e+01   1.7878e+01   2.8816e+00   6.4482e-01   9.4064e-04   7.2095e+05   4.0127e+06
  2.2281e+01   2.2501e+01   3.1116e+00   6.4363e-01   7.5863e-04   1.1084e+06   6.2073e+06
  2.8050e+01   2.8334e+01   3.3421e+00   6.4382e-01   6.1781e-04   1.6713e+06   9.4004e+06
  3.5313e+01   3.5673e+01   3.5724e+00   6.4373e-01   4.9973e-04   2.5543e+06   1.4350e+07
  4.4457e+01   4.4913e+01   3.8027e+00   6.4408e-01   4.0111e-04   3.9648e+06   2.2178e+07
  5.5968e+01   5.6532e+01   4.0328e+00   6.4391e-01   3.2271e-04   6.1255e+06   3.4172e+07
  7.0460e+01   7.1137e+01   4.2626e+00   6.4340e-01   2.6387e-04   9.1620e+06   5.1319e+07
  8.8703e+01   8.9530e+01   4.4926e+00   6.4294e-01   2.1695e-04   1.3553e+07   7.6758e+07
  1.1167e+02   1.1269e+02   4.7227e+00   6.4358e-01   1.8033e-04   1.9616e+07   1.1171e+08
  1.4059e+02   1.4209e+02   4.9545e+00   6.4375e-01   1.4777e-04   2.9213e+07   1.6683e+08
  1.7699e+02   1.7856e+02   5.1829e+00   6.4446e-01   1.2039e-04   4.4010e+07   2.5043e+08
  2.2281e+02   2.2462e+02   5.4123e+00   6.4466e-01   1.0311e-04   5.9995e+07   3.3483e+08
