## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8333e+00   1.0395e+00   6.5195e-01   4.8133e-03   2.9013e+04   1.8811e+05
  3.5313e+00   3.5697e+00   1.2706e+00   6.4903e-01   3.8991e-03   4.4214e+04   2.8967e+05
  4.4457e+00   4.4926e+00   1.5006e+00   6.5142e-01   3.1195e-03   6.9073e+04   4.5209e+05
  5.5968e+00   5.6553e+00   1.7307e+00   6.4714e-01   2.4931e-03   1.0814e+05   7.0582e+05
  7.0460e+00   7.1173e+00   1.9606e+00   6.4846e-01   2.0046e-03   1.6727e+05   1.0945e+06
  8.8703e+00   8.9632e+00   2.1912e+00   6.4695e-01   1.6075e-03   2.6012e+05   1.7130e+06
  1.1167e+01   1.1283e+01   2.4214e+00   6.4793e-01   1.2829e-03   4.0842e+05   2.6909e+06
  1.4059e+01   1.4205e+01   2.6517e+00   6.4771e-01   1.0279e-03   6.3623e+05   4.1788e+06
  1.7699e+01   1.7886e+01   2.8821e+00   6.4744e-01   8.2272e-04   9.9308e+05   6.4966e+06
  2.2281e+01   2.2513e+01   3.1121e+00   6.4734e-01   6.5895e-04   1.5480e+06   1.0191e+07
  2.8050e+01   2.8349e+01   3.3427e+00   6.4708e-01   5.2783e-04   2.4127e+06   1.5812e+07
  3.5313e+01   3.5683e+01   3.5727e+00   6.4763e-01   4.2293e-04   3.7579e+06   2.4685e+07
  4.4457e+01   4.4938e+01   3.8033e+00   6.4780e-01   3.3746e-04   5.9027e+06   3.8680e+07
  5.5968e+01   5.6571e+01   4.0335e+00   6.4823e-01   2.6863e-04   9.3151e+06   6.0492e+07
  7.0460e+01   7.1193e+01   4.2634e+00   6.4714e-01   2.1522e-04   1.4512e+07   9.4118e+07
  8.8703e+01   8.9664e+01   4.4941e+00   6.4554e-01   1.7213e-04   2.2687e+07   1.4701e+08
  1.1167e+02   1.1289e+02   4.7244e+00   6.4459e-01   1.3684e-04   3.5899e+07   2.3256e+08
  1.4059e+02   1.4206e+02   4.9543e+00   6.4353e-01   1.0923e-04   5.6337e+07   3.6520e+08
  1.7699e+02   1.7867e+02   5.1836e+00   6.4227e-01   8.8757e-05   8.5325e+07   5.5102e+08
  2.2281e+02   2.2454e+02   5.4120e+00   6.4218e-01   7.5757e-05   1.1712e+08   7.5228e+08
